id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,compound_db_identity:compound_db_identity,compound_db_identity:compound_name,compound_db_identity:mol_formula,compound_db_identity:adduct,compound_db_identity:precursor_mz,compound_db_identity:mz_diff_ppm,compound_db_identity:neutral_mass,compound_db_identity:isotope_pattern_score,datafile:HODA_6008-77-2_10mgmL.raw:feature_state,datafile:HODA_6008-77-2_10mgmL.raw:mz,datafile:HODA_6008-77-2_10mgmL.raw:mz_range:min,datafile:HODA_6008-77-2_10mgmL.raw:mz_range:max,datafile:HODA_6008-77-2_10mgmL.raw:rt,datafile:HODA_6008-77-2_10mgmL.raw:rt_range:min,datafile:HODA_6008-77-2_10mgmL.raw:rt_range:max,datafile:HODA_6008-77-2_10mgmL.raw:height,datafile:HODA_6008-77-2_10mgmL.raw:area,datafile:HODA_6008-77-2_10mgmL.raw:intensity_range:min,datafile:HODA_6008-77-2_10mgmL.raw:intensity_range:max,datafile:HODA_6008-77-2_10mgmL.raw:fwhm,datafile:HODA_6008-77-2_10mgmL.raw:tailing_factor,datafile:HODA_6008-77-2_10mgmL.raw:asymmetry_factor,datafile:HODA_6008-77-2_10mgmL.raw:fragment_scans,datafile:HODA_6008-77-2_10mgmL.raw:compound_name,datafile:HODA_6008-77-2_10mgmL.raw:isotopes,datafile:HODA_6008-77-2_10mgmL.raw:isotope_pattern_score
91,2.35,2.29,2.47,772.2913,772.2908,772.2917,1.1E4,1.3E3,1.3E3,1.1E4,0,,,,,,,,,DETECTED,772.2913,772.2908,772.2917,2.35,2.29,2.47,1.1E4,1.3E3,1.3E3,1.1E4,0.11,1.67,2.36,0,,,
92,2.35,2.29,2.47,773.6534,773.6531,773.6540,1.1E4,1.2E3,1.3E3,1.1E4,0,,,,,,,,,DETECTED,773.6534,773.6531,773.6540,2.35,2.29,2.47,1.1E4,1.2E3,1.3E3,1.1E4,0.11,1.67,2.36,0,,,
93,2.35,2.29,2.47,775.0140,775.0137,775.0144,1.4E4,1.5E3,1.6E3,1.4E4,0,,,,,,,,,DETECTED,775.0140,775.0137,775.0144,2.35,2.29,2.47,1.4E4,1.5E3,1.6E3,1.4E4,0.11,1.67,2.34,0,,,
94,2.35,2.30,2.43,776.3782,776.3764,776.3794,3.6E3,3.3E2,1.0E3,3.6E3,0,,,,,,,,,DETECTED,776.3782,776.3764,776.3794,2.35,2.30,2.43,3.6E3,3.3E2,1.0E3,3.6E3,0.11,1.51,2.03,0,,,
95,2.35,2.29,2.47,777.7392,777.7389,777.7397,1.1E4,1.2E3,1.3E3,1.1E4,0,,,,,,,,,DETECTED,777.7392,777.7389,777.7397,2.35,2.29,2.47,1.1E4,1.2E3,1.3E3,1.1E4,0.11,1.67,2.34,0,,,
96,2.35,2.30,2.43,787.7394,787.7384,787.7411,3.7E3,3.3E2,9.4E2,3.7E3,0,,,,,,,,,DETECTED,787.7394,787.7384,787.7411,2.35,2.30,2.43,3.7E3,3.3E2,9.4E2,3.7E3,0.10,1.51,2.03,0,,,
97,2.35,2.30,2.43,801.8604,801.8573,801.8620,2.9E3,2.7E2,9.5E2,2.9E3,0,,,,,,,,,DETECTED,801.8604,801.8573,801.8620,2.35,2.30,2.43,2.9E3,2.7E2,9.5E2,2.9E3,0.11,1.51,2.03,0,,,
98,2.35,2.30,2.44,803.2968,803.2960,803.2978,4.1E3,4.0E2,1.0E3,4.1E3,0,,,,,,,,,DETECTED,803.2968,803.2960,803.2978,2.35,2.30,2.44,4.1E3,4.0E2,1.0E3,4.1E3,0.11,1.69,2.38,0,,,
99,2.35,2.30,2.40,908.7106,908.7096,908.7126,3.2E3,2.4E2,1.2E3,3.2E3,0,,,,,,,,,DETECTED,908.7106,908.7096,908.7126,2.35,2.30,2.40,3.2E3,2.4E2,1.2E3,3.2E3,0.09,1.17,1.34,0,,,
100,2.35,2.30,2.43,909.6540,909.6527,909.6559,3.2E3,2.8E2,8.1E2,3.2E3,0,,,,,,,,,DETECTED,909.6540,909.6527,909.6559,2.35,2.30,2.43,3.2E3,2.8E2,8.1E2,3.2E3,0.09,1.51,2.03,0,,,
101,2.35,2.30,2.41,941.1967,941.1952,941.1996,4.7E3,3.4E2,1.3E3,4.7E3,0,,,,,,,,,DETECTED,941.1967,941.1952,941.1996,2.35,2.30,2.41,4.7E3,3.4E2,1.3E3,4.7E3,0.08,1.34,1.68,0,,,
102,2.35,2.29,2.46,941.6964,941.6946,941.6978,1.3E4,1.2E3,1.4E3,1.3E4,0,,,,,,,,,DETECTED,941.6964,941.6946,941.6978,2.35,2.29,2.46,1.3E4,1.2E3,1.4E3,1.3E4,0.08,1.52,2.12,0,,,
103,2.35,2.29,2.47,942.6973,942.6968,942.6978,6.5E4,7.2E3,6.3E3,6.5E4,0,,,,,,,,,DETECTED,942.6973,942.6968,942.6978,2.35,2.29,2.47,6.5E4,7.2E3,6.3E3,6.5E4,0.11,1.67,2.27,0,,,
104,2.35,2.29,2.49,943.1977,943.1973,943.1983,1.1E5,1.3E4,4.5E3,1.1E5,0,,,,,,,,,DETECTED,943.1977,943.1973,943.1983,2.35,2.29,2.49,1.1E5,1.3E4,4.5E3,1.1E5,0.11,1.75,2.33,0,,,
105,2.35,2.29,2.49,943.6981,943.6978,943.6987,1.7E5,1.9E4,5.7E3,1.7E5,0,,,,,,,,,DETECTED,943.6981,943.6978,943.6987,2.35,2.29,2.49,1.7E5,1.9E4,5.7E3,1.7E5,0.10,1.73,2.27,0,,,
106,2.35,2.29,2.49,944.1986,944.1984,944.1989,2.3E5,2.5E4,8.3E3,2.3E5,0,,,,,,,,,DETECTED,944.1986,944.1984,944.1989,2.35,2.29,2.49,2.3E5,2.5E4,8.3E3,2.3E5,0.11,1.75,2.31,0,,,
107,2.35,2.29,2.49,944.6992,944.6988,944.6995,3.0E5,3.2E4,1.1E4,3.0E5,0,,,,,,,,,DETECTED,944.6992,944.6988,944.6995,2.35,2.29,2.49,3.0E5,3.2E4,1.1E4,3.0E5,0.10,1.75,2.27,0,,,
108,2.35,2.29,2.49,945.1995,945.1993,945.2000,3.0E5,3.2E4,1.1E4,3.0E5,0,,,,,,,,,DETECTED,945.1995,945.1993,945.2000,2.35,2.29,2.49,3.0E5,3.2E4,1.1E4,3.0E5,0.11,1.74,2.29,0,,,
109,2.35,2.29,2.51,945.7001,945.6999,945.7012,3.2E5,3.5E4,3.2E3,3.2E5,0,,,,,,,,,DETECTED,945.7001,945.6999,945.7012,2.35,2.29,2.51,3.2E5,3.5E4,3.2E3,3.2E5,0.11,1.78,2.29,0,,,
110,2.35,2.29,2.49,946.2006,946.2004,946.2009,2.9E5,3.2E4,1.0E4,2.9E5,0,,,,,,,,,DETECTED,946.2006,946.2004,946.2009,2.35,2.29,2.49,2.9E5,3.2E4,1.0E4,2.9E5,0.10,1.74,2.30,0,,,
111,2.35,2.29,2.49,946.7014,946.7010,946.7018,2.2E5,2.5E4,8.0E3,2.2E5,0,,,,,,,,,DETECTED,946.7014,946.7010,946.7018,2.35,2.29,2.49,2.2E5,2.5E4,8.0E3,2.2E5,0.12,1.74,2.31,0,,,
112,2.35,2.29,2.49,947.2017,947.2013,947.2021,2.0E5,2.1E4,7.3E3,2.0E5,0,,,,,,,,,DETECTED,947.2017,947.2013,947.2021,2.35,2.29,2.49,2.0E5,2.1E4,7.3E3,2.0E5,0.11,1.74,2.31,0,,,
113,2.35,2.29,2.49,947.7026,947.7023,947.7032,1.3E5,1.4E4,4.2E3,1.3E5,0,,,,,,,,,DETECTED,947.7026,947.7023,947.7032,2.35,2.29,2.49,1.3E5,1.4E4,4.2E3,1.3E5,0.11,1.73,2.27,0,,,
114,2.35,2.29,2.49,948.2030,948.2026,948.2041,9.4E4,1.0E4,3.1E3,9.4E4,0,,,,,,,,,DETECTED,948.2030,948.2026,948.2041,2.35,2.29,2.49,9.4E4,1.0E4,3.1E3,9.4E4,0.10,1.73,2.28,0,,,
115,2.35,2.29,2.47,949.2043,949.2039,949.2051,2.9E4,3.2E3,2.5E3,2.9E4,0,,,,,,,,,DETECTED,949.2043,949.2039,949.2051,2.35,2.29,2.47,2.9E4,3.2E3,2.5E3,2.9E4,0.10,1.67,2.24,0,,,
116,2.35,2.29,2.46,949.7056,949.7038,949.7080,1.2E4,1.3E3,2.1E3,1.2E4,0,,,,,,,,,DETECTED,949.7056,949.7038,949.7080,2.35,2.29,2.46,1.2E4,1.3E3,2.1E3,1.2E4,0.12,1.52,2.04,0,,,
117,2.35,2.30,2.40,950.2070,950.2049,950.2082,4.9E3,3.7E2,2.0E3,4.9E3,0,,,,,,,,,DETECTED,950.2070,950.2049,950.2082,2.35,2.30,2.40,4.9E3,3.7E2,2.0E3,4.9E3,0.09,1.17,1.34,0,,,
118,2.35,2.30,2.43,1204.1215,1204.1191,1204.1252,4.1E3,3.7E2,1.1E3,4.1E3,0,,,,,,,,,DETECTED,1204.1215,1204.1191,1204.1252,2.35,2.30,2.43,4.1E3,3.7E2,1.1E3,4.1E3,0.11,1.51,2.03,0,,,
119,2.35,2.30,2.43,1205.0570,1205.0562,1205.0578,5.2E3,4.6E2,1.3E3,5.2E3,0,,,,,,,,,DETECTED,1205.0570,1205.0562,1205.0578,2.35,2.30,2.43,5.2E3,4.6E2,1.3E3,5.2E3,0.10,1.51,2.03,0,,,
120,2.35,2.30,2.44,1205.9935,1205.9920,1205.9961,4.6E3,4.5E2,1.1E3,4.6E3,0,,,,,,,,,DETECTED,1205.9935,1205.9920,1205.9961,2.35,2.30,2.44,4.6E3,4.5E2,1.1E3,4.6E3,0.11,1.69,2.38,0,,,
121,2.35,2.29,2.47,1255.2604,1255.2597,1255.2612,4.7E4,5.1E3,4.3E3,4.7E4,0,,,,,,,,,DETECTED,1255.2604,1255.2597,1255.2612,2.35,2.29,2.47,4.7E4,5.1E3,4.3E3,4.7E4,0.11,1.67,2.25,0,,,
122,2.35,2.29,2.49,1256.2608,1256.2593,1256.2615,1.2E5,1.3E4,4.4E3,1.2E5,0,,,,,,,,,DETECTED,1256.2608,1256.2593,1256.2615,2.35,2.29,2.49,1.2E5,1.3E4,4.4E3,1.2E5,0.11,1.75,2.32,0,,,
123,2.35,2.29,2.49,1257.2619,1257.2610,1257.2624,2.1E5,2.3E4,7.6E3,2.1E5,0,,,,,,,,,DETECTED,1257.2619,1257.2610,1257.2624,2.35,2.29,2.49,2.1E5,2.3E4,7.6E3,2.1E5,0.11,1.74,2.31,0,,,
124,2.35,2.29,2.46,1257.7628,1257.7621,1257.7639,2.7E4,3.1E3,4.7E3,2.7E4,0,,,,,,,,,DETECTED,1257.7628,1257.7621,1257.7639,2.35,2.29,2.46,2.7E4,3.1E3,4.7E3,2.7E4,0.12,1.52,2.04,0,,,
125,2.35,2.29,2.49,1258.2627,1258.2623,1258.2631,3.3E5,3.7E4,1.1E4,3.3E5,0,,,,,,,,,DETECTED,1258.2627,1258.2623,1258.2631,2.35,2.29,2.49,3.3E5,3.7E4,1.1E4,3.3E5,0.11,1.73,2.29,0,,,
126,2.35,2.29,2.47,1258.7639,1258.7629,1258.7648,5.0E4,5.5E3,3.6E3,5.0E4,0,,,,,,,,,DETECTED,1258.7639,1258.7629,1258.7648,2.35,2.29,2.47,5.0E4,5.5E3,3.6E3,5.0E4,0.11,1.67,2.17,0,,,
127,2.35,2.29,2.49,1259.2634,1259.2631,1259.2639,3.8E5,4.4E4,1.3E4,3.8E5,0,,,,,,,,,DETECTED,1259.2634,1259.2631,1259.2639,2.35,2.29,2.49,3.8E5,4.4E4,1.3E4,3.8E5,0.11,1.74,2.30,0,,,
128,2.35,2.29,2.47,1259.7646,1259.7637,1259.7657,6.9E4,7.7E3,5.3E3,6.9E4,0,,,,,,,,,DETECTED,1259.7646,1259.7637,1259.7657,2.35,2.29,2.47,6.9E4,7.7E3,5.3E3,6.9E4,0.11,1.67,2.19,0,,,
129,2.35,2.29,2.49,1260.2648,1260.2646,1260.2654,4.5E5,5.0E4,1.5E4,4.5E5,0,,,,,,,,,DETECTED,1260.2648,1260.2646,1260.2654,2.35,2.29,2.49,4.5E5,5.0E4,1.5E4,4.5E5,0.11,1.74,2.29,0,,,
130,2.35,2.29,2.49,1261.2655,1261.2651,1261.2662,4.4E5,4.9E4,1.5E4,4.4E5,0,,,,,,,,,DETECTED,1261.2655,1261.2651,1261.2662,2.35,2.29,2.49,4.4E5,4.9E4,1.5E4,4.4E5,0.11,1.74,2.30,0,,,
131,2.35,2.29,2.47,1261.7669,1261.7656,1261.7675,6.2E4,6.6E3,4.5E3,6.2E4,0,,,,,,,,,DETECTED,1261.7669,1261.7656,1261.7675,2.35,2.29,2.47,6.2E4,6.6E3,4.5E3,6.2E4,0.11,1.67,2.18,0,,,
132,2.35,2.29,2.49,1262.2674,1262.2670,1262.2678,2.7E5,3.1E4,9.7E3,2.7E5,0,,,,,,,,,DETECTED,1262.2674,1262.2670,1262.2678,2.35,2.29,2.49,2.7E5,3.1E4,9.7E3,2.7E5,0.11,1.74,2.31,0,,,
133,2.35,2.29,2.46,1262.7680,1262.7671,1262.7690,3.6E4,3.8E3,5.1E3,3.6E4,0,,,,,,,,,DETECTED,1262.7680,1262.7671,1262.7690,2.35,2.29,2.46,3.6E4,3.8E3,5.1E3,3.6E4,0.11,1.52,2.04,0,,,
134,2.35,2.29,2.49,1263.2678,1263.2675,1263.2683,2.6E5,2.9E4,9.0E3,2.6E5,0,,,,,,,,,DETECTED,1263.2678,1263.2675,1263.2683,2.35,2.29,2.49,2.6E5,2.9E4,9.0E3,2.6E5,0.11,1.74,2.30,0,,,
135,2.35,2.29,2.49,1265.2705,1265.2701,1265.2709,9.4E4,1.0E4,3.8E3,9.4E4,0,,,,,,,,,DETECTED,1265.2705,1265.2701,1265.2709,2.35,2.29,2.49,9.4E4,1.0E4,3.8E3,9.4E4,0.11,1.75,2.33,0,,,
136,2.35,2.29,2.47,1266.2740,1266.2734,1266.2744,4.2E4,4.5E3,3.4E3,4.2E4,0,,,,,,,,,DETECTED,1266.2740,1266.2734,1266.2744,2.35,2.29,2.47,4.2E4,4.5E3,3.4E3,4.2E4,0.11,1.67,2.22,0,,,
137,2.35,2.29,2.46,1267.2763,1267.2740,1267.2782,1.8E4,2.0E3,2.5E3,1.8E4,0,,,,,,,,,DETECTED,1267.2763,1267.2740,1267.2782,2.35,2.29,2.46,1.8E4,2.0E3,2.5E3,1.8E4,0.11,1.52,2.04,0,,,
138,2.35,2.29,2.46,1268.2779,1268.2748,1268.2792,1.5E4,1.5E3,2.8E3,1.5E4,0,,,,,,,,,DETECTED,1268.2779,1268.2748,1268.2792,2.35,2.29,2.46,1.5E4,1.5E3,2.8E3,1.5E4,0.10,1.52,2.04,0,,,
139,2.35,2.30,2.46,1269.2788,1269.2733,1269.2819,1.4E4,1.3E3,1.8E3,1.4E4,0,,,,,,,,,DETECTED,1269.2788,1269.2733,1269.2819,2.35,2.30,2.46,1.4E4,1.3E3,1.8E3,1.4E4,0.11,1.87,2.74,0,,,
140,2.35,2.29,2.41,1270.2801,1270.2785,1270.2812,1.1E4,9.9E2,3.0E3,1.1E4,0,,,,,,,,,DETECTED,1270.2801,1270.2785,1270.2812,2.35,2.29,2.41,1.1E4,9.9E2,3.0E3,1.1E4,0.10,1.13,1.26,0,,,
141,2.35,2.30,2.44,1270.7799,1270.7786,1270.7818,9.3E3,8.6E2,1.8E3,9.3E3,0,,,,,,,,,DETECTED,1270.7799,1270.7786,1270.7818,2.35,2.30,2.44,9.3E3,8.6E2,1.8E3,9.3E3,0.10,1.69,2.38,0,,,
142,2.35,2.30,2.43,1271.2813,1271.2775,1271.2830,6.0E3,5.7E2,2.0E3,6.0E3,0,,,,,,,,,DETECTED,1271.2813,1271.2775,1271.2830,2.35,2.30,2.43,6.0E3,5.7E2,2.0E3,6.0E3,0.11,1.51,2.03,0,,,
143,2.35,2.30,2.43,1317.2089,1317.2064,1317.2118,3.4E3,3.1E2,1.2E3,3.4E3,0,,,,,,,,,DETECTED,1317.2089,1317.2064,1317.2118,2.35,2.30,2.43,3.4E3,3.1E2,1.2E3,3.4E3,0.11,1.51,2.03,0,,,
144,2.35,2.30,2.44,1319.3543,1319.3523,1319.3558,5.0E3,4.7E2,1.1E3,5.0E3,0,,,,,,,,,DETECTED,1319.3543,1319.3523,1319.3558,2.35,2.30,2.44,5.0E3,4.7E2,1.1E3,5.0E3,0.11,1.69,2.38,0,,,
145,2.35,2.30,2.44,1320.4260,1320.4232,1320.4278,5.0E3,4.6E2,1.1E3,5.0E3,0,,,,,,,,,DETECTED,1320.4260,1320.4232,1320.4278,2.35,2.30,2.44,5.0E3,4.6E2,1.1E3,5.0E3,0.10,1.69,2.38,0,,,
146,2.35,2.30,2.40,1322.5703,1322.5686,1322.5729,2.8E3,2.2E2,1.2E3,2.8E3,0,,,,,,,,,DETECTED,1322.5703,1322.5686,1322.5729,2.35,2.30,2.40,2.8E3,2.2E2,1.2E3,2.8E3,0.10,1.17,1.34,0,,,
147,2.35,2.30,2.44,1469.9755,1469.9717,1469.9793,6.5E3,6.3E2,1.4E3,6.5E3,0,,,,,,,,,DETECTED,1469.9755,1469.9717,1469.9793,2.35,2.30,2.44,6.5E3,6.3E2,1.4E3,6.5E3,0.11,1.69,2.38,0,,,
148,2.36,2.29,2.47,476.2348,476.2347,476.2350,3.9E4,4.2E3,3.7E3,3.9E4,0,,,,,,,,,DETECTED,476.2348,476.2347,476.2350,2.36,2.29,2.47,3.9E4,4.2E3,3.7E3,3.9E4,0.10,1.34,1.61,0,,,
149,2.36,2.30,2.44,514.1752,514.1750,514.1758,5.3E3,5.3E2,1.1E3,5.3E3,0,,,,,,,,,DETECTED,514.1752,514.1750,514.1758,2.36,2.30,2.44,5.3E3,5.3E2,1.1E3,5.3E3,0.12,1.27,1.54,0,,,
150,2.36,2.30,2.44,543.1555,543.1547,543.1559,4.8E3,4.6E2,1.0E3,4.8E3,0,,,,,,,,,DETECTED,543.1555,543.1547,543.1559,2.36,2.30,2.44,4.8E3,4.6E2,1.0E3,4.8E3,0.11,1.27,1.54,0,,,
151,2.36,2.30,2.43,545.1588,545.1582,545.1600,4.8E3,4.3E2,1.4E3,4.8E3,0,,,,,,,,,DETECTED,545.1588,545.1582,545.1600,2.36,2.30,2.43,4.8E3,4.3E2,1.4E3,4.8E3,0.10,1.14,1.27,0,,,
152,2.36,2.29,2.46,585.1434,585.1430,585.1438,1.4E4,1.5E3,2.0E3,1.4E4,0,,,,,,,,,DETECTED,585.1434,585.1430,585.1438,2.36,2.29,2.46,1.4E4,1.5E3,2.0E3,1.4E4,0.11,1.22,1.44,0,,,
153,2.36,2.30,2.44,594.3583,594.3578,594.3589,3.6E3,3.5E2,9.7E2,3.6E3,0,,,,,,,,,DETECTED,594.3583,594.3578,594.3589,2.36,2.30,2.44,3.6E3,3.5E2,9.7E2,3.6E3,0.11,1.27,1.54,0,,,
154,2.36,2.30,2.44,670.3248,670.3220,670.3261,3.3E3,3.2E2,8.2E2,3.3E3,0,,,,,,,,,DETECTED,670.3248,670.3220,670.3261,2.36,2.30,2.44,3.3E3,3.2E2,8.2E2,3.3E3,0.11,1.27,1.54,0,,,
155,2.36,2.29,2.47,942.1969,942.1962,942.1974,2.7E4,3.1E3,2.9E3,2.7E4,0,,,,,,,,,DETECTED,942.1969,942.1962,942.1974,2.36,2.29,2.47,2.7E4,3.1E3,2.9E3,2.7E4,0.11,1.34,1.67,0,,,
156,2.36,2.29,2.47,948.7040,948.7036,948.7046,4.1E4,4.5E3,4.5E3,4.1E4,0,,,,,,,,,DETECTED,948.7040,948.7036,948.7046,2.36,2.29,2.47,4.1E4,4.5E3,4.5E3,4.1E4,0.11,1.34,1.67,0,,,
157,2.36,2.30,2.44,1203.1855,1203.1834,1203.1877,3.5E3,3.5E2,8.7E2,3.5E3,0,,,,,,,,,DETECTED,1203.1855,1203.1834,1203.1877,2.36,2.30,2.44,3.5E3,3.5E2,8.7E2,3.5E3,0.11,1.27,1.54,0,,,
158,2.36,2.29,2.46,1254.2584,1254.2566,1254.2601,1.1E4,1.1E3,1.6E3,1.1E4,0,,,,,,,,,DETECTED,1254.2584,1254.2566,1254.2601,2.36,2.29,2.46,1.1E4,1.1E3,1.6E3,1.1E4,0.11,1.22,1.44,0,,,
159,2.36,2.29,2.47,1256.7623,1256.7604,1256.7639,1.1E4,1.2E3,9.4E2,1.1E4,0,,,,,,,,,DETECTED,1256.7623,1256.7604,1256.7639,2.36,2.29,2.47,1.1E4,1.2E3,9.4E2,1.1E4,0.11,1.34,1.59,0,,,
160,2.36,2.29,2.47,1260.7658,1260.7652,1260.7664,7.4E4,7.8E3,4.9E3,7.4E4,0,,,,,,,,,DETECTED,1260.7658,1260.7652,1260.7664,2.36,2.29,2.47,7.4E4,7.8E3,4.9E3,7.4E4,0.10,1.34,1.53,0,,,
161,2.36,2.29,2.46,1263.7696,1263.7685,1263.7711,1.7E4,1.7E3,2.0E3,1.7E4,0,,,,,,,,,DETECTED,1263.7696,1263.7685,1263.7711,2.36,2.29,2.46,1.7E4,1.7E3,2.0E3,1.7E4,0.10,1.22,1.43,0,,,
162,2.36,2.29,2.49,1264.2704,1264.2697,1264.2717,9.3E4,1.1E4,3.4E3,9.3E4,0,,,,,,,,,DETECTED,1264.2704,1264.2697,1264.2717,2.36,2.29,2.49,9.3E4,1.1E4,3.4E3,9.3E4,0.11,1.40,1.65,0,,,
163,2.36,2.30,2.44,1264.7708,1264.7677,1264.7728,4.8E3,5.0E2,1.3E3,4.8E3,0,,,,,,,,,DETECTED,1264.7708,1264.7677,1264.7728,2.36,2.30,2.44,4.8E3,5.0E2,1.3E3,4.8E3,0.12,1.27,1.54,0,,,
164,2.36,2.30,2.46,1267.7771,1267.7752,1267.7789,1.2E4,1.1E3,1.7E3,1.2E4,0,,,,,,,,,DETECTED,1267.7771,1267.7752,1267.7789,2.36,2.30,2.46,1.2E4,1.1E3,1.7E3,1.2E4,0.09,1.40,1.81,0,,,
165,2.37,2.30,2.41,541.1534,541.1528,541.1540,3.5E3,3.1E2,1.5E3,3.5E3,0,,,,,,,,,DETECTED,541.1534,541.1528,541.1540,2.37,2.30,2.41,3.5E3,3.1E2,1.5E3,3.5E3,0.10,0.80,0.61,0,,,
166,2.44,2.37,2.51,675.1930,675.1908,675.1940,5.0E3,4.9E2,1.4E3,5.0E3,0,,,,,,,,,DETECTED,675.1930,675.1908,675.1940,2.44,2.37,2.51,5.0E3,4.9E2,1.4E3,5.0E3,0.11,0.97,0.94,0,,,
167,2.44,2.36,2.53,678.1958,678.1953,678.1967,5.8E3,6.8E2,1.2E3,5.8E3,0,,,,,,,,,DETECTED,678.1958,678.1953,678.1967,2.44,2.36,2.53,5.8E3,6.8E2,1.2E3,5.8E3,0.13,1.00,0.99,0,,,
168,2.46,2.39,2.51,673.1704,673.1687,673.1713,4.4E3,3.9E2,1.2E3,4.4E3,0,,,,,,,,,DETECTED,673.1704,673.1687,673.1713,2.46,2.39,2.51,4.4E3,3.9E2,1.2E3,4.4E3,0.10,0.86,0.72,0,,,
169,2.46,2.39,2.51,674.1727,674.1713,674.1732,4.8E3,4.0E2,1.4E3,4.8E3,0,,,,,,,,,DETECTED,674.1727,674.1713,674.1732,2.46,2.39,2.51,4.8E3,4.0E2,1.4E3,4.8E3,0.09,0.86,0.72,0,,,
170,2.46,2.39,2.53,675.1727,675.1724,675.1733,6.5E3,6.2E2,1.2E3,6.5E3,0,,,,,,,,,DETECTED,675.1727,675.1724,675.1733,2.46,2.39,2.53,6.5E3,6.2E2,1.2E3,6.5E3,0.10,0.98,0.96,0,,,
171,2.46,2.40,2.51,677.1755,677.1752,677.1761,5.7E3,4.8E2,2.1E3,5.7E3,0,,,,,,,,,DETECTED,677.1755,677.1752,677.1761,2.46,2.40,2.51,5.7E3,4.8E2,2.1E3,5.7E3,0.11,0.95,0.89,0,,,
172,2.54,2.49,2.60,684.1539,684.1534,684.1542,7.0E3,5.1E2,1.8E3,7.0E3,0,,,,,,,,,DETECTED,684.1539,684.1534,684.1542,2.54,2.49,2.60,7.0E3,5.1E2,1.8E3,7.0E3,0.08,1.00,1.00,0,,,
173,2.54,2.49,2.65,685.1557,685.1554,685.1559,5.4E4,4.4E3,1.9E3,5.4E4,0,,,,,,,,,DETECTED,685.1557,685.1554,685.1559,2.54,2.49,2.65,5.4E4,4.4E3,1.9E3,5.4E4,0.08,1.39,1.53,0,,,
174,2.54,2.49,2.65,686.1555,686.1549,686.1557,8.6E4,6.8E3,2.3E3,8.6E4,0,,,,,,,,,DETECTED,686.1555,686.1549,686.1557,2.54,2.49,2.65,8.6E4,6.8E3,2.3E3,8.6E4,0.08,1.36,1.39,0,,,
175,2.54,2.49,2.65,687.1572,687.1569,687.1575,7.8E4,6.2E3,2.4E3,7.8E4,0,,,,,,,,,DETECTED,687.1572,687.1569,687.1575,2.54,2.49,2.65,7.8E4,6.2E3,2.4E3,7.8E4,0.08,1.37,1.40,0,,,
176,2.54,2.49,2.65,688.1573,688.1570,688.1575,1.1E5,8.5E3,2.9E3,1.1E5,0,,,,,,,,,DETECTED,688.1573,688.1570,688.1575,2.54,2.49,2.65,1.1E5,8.5E3,2.9E3,1.1E5,0.08,1.36,1.40,0,,,
177,2.54,2.49,2.63,689.1605,689.1602,689.1609,2.4E4,1.8E3,1.2E3,2.4E4,0,,,,,,,,,DETECTED,689.1605,689.1602,689.1609,2.54,2.49,2.63,2.4E4,1.8E3,1.2E3,2.4E4,0.08,1.33,1.37,0,,,
178,2.54,2.49,2.67,690.1598,690.1596,690.1603,8.1E4,6.6E3,1.4E3,8.1E4,0,,,,,,,,,DETECTED,690.1598,690.1596,690.1603,2.54,2.49,2.67,8.1E4,6.6E3,1.4E3,8.1E4,0.08,1.44,1.53,0,,,
179,2.54,2.49,2.61,691.1633,691.1631,691.1639,1.7E4,1.3E3,1.9E3,1.7E4,0,,,,,,,,,DETECTED,691.1633,691.1631,691.1639,2.54,2.49,2.61,1.7E4,1.3E3,1.9E3,1.7E4,0.08,1.17,1.33,0,,,
180,2.67,2.61,2.72,710.2238,710.2236,710.2239,5.6E3,4.2E2,1.4E3,5.6E3,0,,,,,,,,,DETECTED,710.2238,710.2236,710.2239,2.67,2.61,2.72,5.6E3,4.2E2,1.4E3,5.6E3,0.08,1.00,1.00,0,,,
181,2.67,2.61,2.74,711.2234,711.2229,711.2235,8.2E3,6.5E2,1.2E3,8.2E3,0,,,,,,,,,DETECTED,711.2234,711.2229,711.2235,2.67,2.61,2.74,8.2E3,6.5E2,1.2E3,8.2E3,0.08,1.17,1.33,0,,,
182,2.67,2.61,2.74,712.2254,712.2252,712.2256,7.6E3,6.0E2,1.1E3,7.6E3,0,,,,,,,,,DETECTED,712.2254,712.2252,712.2256,2.67,2.61,2.74,7.6E3,6.0E2,1.1E3,7.6E3,0.08,1.17,1.33,0,,,
183,2.67,2.61,2.74,713.2254,713.2252,713.2256,1.0E4,8.1E2,1.6E3,1.0E4,0,,,,,,,,,DETECTED,713.2254,713.2252,713.2256,2.67,2.61,2.74,1.0E4,8.1E2,1.6E3,1.0E4,0.09,1.17,1.33,0,,,
184,2.67,2.61,2.74,715.2281,715.2279,715.2282,8.4E3,6.7E2,1.2E3,8.4E3,0,,,,,,,,,DETECTED,715.2281,715.2279,715.2282,2.67,2.61,2.74,8.4E3,6.7E2,1.2E3,8.4E3,0.08,1.17,1.33,0,,,
185,2.76,2.70,2.86,570.1290,570.1286,570.1291,3.9E4,3.1E3,1.3E3,3.9E4,0,,,,,,,,,DETECTED,570.1290,570.1286,570.1291,2.76,2.70,2.86,3.9E4,3.1E3,1.3E3,3.9E4,0.08,1.37,1.39,0,,,
